DoH,backward,,
Doj,be impressive,,
Doq,crimson,,
Doq,red,,
Doq,scarlet,,
Doq,be orange,be red,
Doy',weary,,
Doy',be tired,,
DuD,mixed,,
DuH,possible,,
DuHHa',impossible,,
Duj,ark,,
Duj,ship,,
Duj,ship,vessel,
Dujmey,chariots,,
Dujmey,vessels,,
Dun,great,,
Dung,above ,,
Dung,over,,
Dung,up,,
Dung,area above,area overhead,
DungluQ,noon,,
DungluQ,noonday,,
Duy,angel ,,
Duy''a'pu',angels ,,
Duypu',messengers,,
eb,opportunity,chance,opening
el,enter,,
el,enter,go in,
elta',entered,,
eng,cloud,,
erHommey,lambs,,
ermey,rams,,
etlh,sword,,
etlh,sword,blade,
ghab,flesh,,
ghaH,he,,
ghaH,him,,
ghaH,is,,
ghaH,she,,
ghaH,he,she,him
ghaHta',was,,
ghaj,have,,
ghaj,own,,
ghaj,possess,,
ghaj,have,possess,
ghajbe',hasn't,,
ghajbe',haven't,,
ghajta',had,,
ghajtaH,has,,
ghajtaH,having,,
ghajwI',owner,,
ghegh,be rough,,
ghIch,nose,,
ghIH,be messy,be sloppy,
ghIj,scare,,
ghIjvIptaH,terror,,
ghItlh,,,
ghItlh,manuscript,,
ghItlhta',written,,
gho',trample,,
ghobe',neither,,
ghobe',no,,
ghobe',nor,,
ghobe',not,,
ghobe',,,
ghoD,stuff,,
ghogh,voice,,
ghogh,voice,,
ghoj,learn,,
ghoj,learn,,
ghojmoH,teach,,
ghojwI'pu',disciples,,
ghom,meet,,
ghom,meet,encounter,assemble
ghom,group,party,band
ghop,hand,,
ghop,hand,,
ghopDu',hands,,
ghor,break,,
ghor,open.,,
ghorgh,when,,
ghorta',broken,,
ghoS,come,,
ghoS,going,,
ghoS,,,
ghoSta',came,,
ghoSta',gone,,
ghot,,,
ghotpu,people,,
ghotpu',beings,,
ghotpu',peoples,,
ghov,recognize,,
ghu,baby,,
ghuH,prepare,,
ghuHmoH,warn,,
ghuHmoH,warning,,
ghuHmoH,warns,,
ghuHmoHta',warned,,
ghum,sounding,,
ghumta',sounded,,
ghung,be hungry,,
ghupu',babes,,
ghupu',babies,,
ghurmoH,bless,,
ghurmoHtaH,blesses,,
ghurtaH,blessed,,
ghurtaH,blessedness,,
Ha',let's go!,come on!,
Ha'DIbaH,animals ,,
Ha'DIbaH,beast,,
Ha'DIbaH,meat,animal,
Ha'DIbaHmey,beasts,,
Hab,be smooth,,
HaD,study,,
HaDI'baH,lion,,
Hagh,laugh,,
Hal,source,,
Hal,source,,
Har,believe,,
Har,believe,,
Harta',believed,,
HartaH,believes,,
HartaH,believing,,
HartaHghach,faith,,
HarwI',believer,,
HarwI'pu',believers,,
Hatlh,country,,
Hatlh,nation,,
Hatlh,country,countryside,
Haw',flee,,
Haw'ta',fled,,
He',incense,,
He'taHghach,iniquity,,
Hech,intend,mean to,
Hegh,death,,
Hegh,die,,
Hegh,die,,
Heghbe'nal,widow,,
HeghmoH,deadly,,
Heghpu',dead,,
Heghta',died,,
Heghta',slain,,
HejwI'pu',thieves,,
Hem,be proud,,
Hemey,paths,,
Hemey,ways,,
Hergh,oil,,
Hev,receive,,
Hev,receive,,
Hevta',received,,
HIja',yes,,
HIja',,,
HIq,wine,,
HIq wIj,vineyard,,
HISlaH,,,
HIv,attack,,
HIvje',cup,,
HIvje',,,
Ho',tooth,,
Ho'Du',teeth,,
Hoch,all ,,
Hoch,every,,
Hoch,everyone,,
Hoch,whole,,
Hoch,everyone,all,everything
HochHom,most,,
HoD,captain,,
HoD,captain,,
HoDpu',captains,,
Hogh,,,
HoH,kill,,
HoH,kill,,
HoHqu',slaughter,,
HoHqu'ta',slaughtered,,
HoHta',killed,,
Hol,language,,
Hom,bone,,
HomDu',bones,,
Hon,doubt,,
Hop,far,,
Hop,be remote,be far,
Hoppu',estranged,,
HoS,mighty,,
HoS,power,,
HoS,strength,,
HoS,strong,,
HoS,be strong,,
HoSghaj,almighty ,,
Hov,star,,
Hovmey,stars,,
Hu',arise,,
Hu',arose,,
Hu',rise,,
Huch,money,,
HuD,hill,,
HuD,mountain,,
HuDmey,mountains,,
HurghtaHghach,darkness,,
Hut,nine,,
Hutlh,lack,,
Hutlh,without,,
IH,beautiful,,
IH,be beautiful,be handsome,
IhchoHmoH,beautify,,
IhtaHghach,beauty,,
Ij,listen,,
Ij,listen,,
Il,sincere,,
Il,sincerely,,
IltaH,sincerity,,
Ip,vow,swear,
Ip,oath,,
IQ,be sad,,
ISjaH,calendar,,
It,be depressed,,
Itlh,be advanced,be highly developed,
Iv,who,,
Iv,whoever,,
Iv,whom,,
Iv,whose,,
Iw,blood,,
Iw,blood,,
ja',call,,
ja',called,,
ja',tell,,
ja',tell,report,
ja''eghqa',meditate,,
ja''eghqa'ghach,meditation,,
ja''eghqa'ta',meditated,,
ja''eghqa'taH,meditates,,
ja'ta',said,,
ja'ta',saying,,
ja'ta',told,,
ja'taH,calling,,
jach,shout,,
jach,shouts,,
jach,scream,cry out,shout
jachta',shouted,,
jachtaH,shouting,,
jagh,adversary ,,
jagh,enemy,,
jagh,enemy,,
jaghpu',adversaries ,,
jaghpu',enemies,,
jaH,go,,
jaH,go,travel,
jaj,day,,
jaj,day's,,
jaj,,,
jaj SochDIch,sabbath,,
jajmey,days,,
jang,answer ,,
jang,answer,reply,
jangta',answered ,,
jar,month,,
jar,,,
jat,tongue,,
jatlh,say,,
jatlh,speak,,
jatlh,say,tell,speak
jatlhpu',spoken,,
jatlhta',spoke,,
jatlhtaH,says,,
jatmey,tongues,,
jav,six,,
javDIch,sixth,,
javmaH,sixty,,
je,also ,,
je,and ,,
je,besides,,
je',buy,purchase,
je',,,
je'moHta',nourished,,
je'ta',bought,,
je'taH,redeeming,,
jegh,surrender,give up,
jej,be sharp,,
jen,high,,
jIb,hair,,
jIb,hairs,,
jIb ghajbe',bald,,
jIb ghajbe',baldness,,
jIH,i,,
jIH,me,,
jIH,I,me,
jIH'egh,myself,,
jIl,neighbor,,
joH,king,,
joH,king's,,
joH,lord,,
joH,lord's,,
joH'a',god,,
joH'a',god's,,
joH'a',yah,,
joH'a',yahweh,,
joH'a',yahweh's,,
joHHom,prince,,
joHHom,princes,,
joHpu',kings,,
joj,between,,
joj,area between,,
jol,,,
joq,or,,
jot,be calm,,
jotmoHta',mollified,,
juH,habitation,,
juH,lodge,,
juH,home,,
juHHom,tent,,
juHmey,houses,,
jup,friend,,
jup,friend,,
juppu',friends,,
juS,pass,,
juSta',passed,,
juv,measure,,
juvta',measured,,
juvtaH,measures,,
laD,read,,
laH,able ,,
laH,can,,
laH,could,,
laH,ability,,
laj,accept,,
lalDan qach,temple,,
lalDan toy',worship,,
lalDan vumwI',priest,,
lalDan vumwI'pu',priests,,
lalDanta' Daq,altar ,,
lam,be dirty,,
lan,put,,
latlh,more,,
latlh,other,,
latlh,additional one,other one,
law',many,,
law',be many,be numerous,be much
lay',covenant,,
le',holy,,
le',be special,be exceptional,
le' ghot,saint,,
le' ghotpu',saints,,
legh,look,,
legh,see,,
legh,see,,
leghpu',seen,,
leghpu',sight,,
leghta',saw,,
leghtaH,looking,,
leghtaH,seeing,,
leghtaHghach,vision,,
leghwI'pu',prophet,,
leghwI'pu',prophets,,
leng,roam,travel,rove
leS,rest,,
leS,rest,relax,
leSchu',ease,,
let,,,
lI',be useful,,
lI'be',useless,,
lI'be',vain,,
lIj,your,,
lIj,forget,,
lItha',off,,
lo',use,,
loblu'taH,obedient,,
loD,man,,
loD,male,man,
loDHom,boy,,
loDHom,boy,,
loDnal,husband,,
loDnal,husband,,
loDnI',brother,,
loDnI',brother,,
loDnI'pu',brothers,,
loDpu',men,,
loj,be all gone,,
lojmIt,door,,
lojmIt,gate,,
lojmIt,door,gate,
lojmItmey,gates,,
lon,forsake,,
lonta',forsaken,,
loS,four,,
loS,wait,,
loS,,,
loSmaH,forty,,
lotlh,rebel,,
lotlhpu',rebelled,,
lotlhqu',rebellious,,
lugh,correct,,
lugh,be right,be correct,
lujqu'pu',overthrown,,
lulIgh,refuge,,
lung,serpent,,
lut,story,,
mach,little,,
mach,small,,
mach,be small,,
magh,betray,,
magh,betray,,
maghta',betrayed,,
maghtaH,betrays,,
maghwI'pu',betrayers,,
maH,us,,
maH,we,,
maH,we,us,
maj,our,,
maj,,,
majQa',well done,very good,
mang,soldier,,
mangghom,host,,
mangghompu',hosts,,
mangpu',soldiers,,
mangpu',soldiers',,
maS,moon,,
maS,prefer,,
maS,moon,,
maSmey,moons,,
maw',be crazy,,
may',battle,,
may',,,
mej,depart,,
mej,leave,,
mej,leave,depart,
mejta',went,,
meQ,burn,,
meq,reason,,
meq,reason,logical thinking,
meQ,burn,,
meQbe'moH,quench,,
meQpu',burned,,
meQqu'pu',burnt,,
mer,surprise,,
mev,cease,,
mev,stop,cease,
mevta',ceased,,
mevtaH,ceasing,,
mI',number,,
mIgh,wicked,,
mIghtaHghach,evil,,
mIghtaHghach,wickedness,,
mIn,eye,,
mInDu',eyes,,
mIp,prosperity,,
mIp,prosperous,,
mIpHa',poor,,
mIS,be confused,be mixed up,
mISmoHpu',confounded,,
mob,alone ,,
mob,apart,,
mob,desolate,,
mob,be alone,,
moD,hurry,,
moj,become,,
moj,become,,
mojta',became,,
moQ,ball,,
mu',word,,
mu',word,,
mu'ghom,dictionary,,
mu'mey,words,,
mu'qaD,curse,,
mu'tay',vocabulary,,
mu'tlhegh,sentence,,
much,present,,
mugh,translate,,
muj,be wrong,,
mup,stricken,,
mup,strike,,
muS,hate,,
muS,hates,,
muS,hate,detest,
muSHa',love,,
muSHa'ghach,lovingkindness,,
muSHa'taH,loves,,
muSHa'taH,loving,,
muSqu',despised,,
muSta',hated,,
muStaH,hating,,
nab,plan,,
nach,head,,
nach,head,,
nachDu',heads,,
naD,praise,,
naDev,here,,
nagh,rock,,
nagh,stone,,
naghmey,stones,,
naHmey,cucumbers,,
naj,dream,,
nap,simple,,
nap,be simple,,
naptaHghach,simplicity,,
naQ,staff,,
nargh,appear,,
nav,paper,,
naybe'wI',prostitute,,
neH,desire,,
neH,desired,,
neH,only,,
neH,want,desire,
nej,seek,,
nej,look for,seek,search for
nejta',looked,,
nejta',sought,,
nep,lie,fib,
nepHuchmey,bribes,,
ngab,disappear,vanish,
ngabtaH,fades,,
ngach,debate,,
ngan,inhabitant,,
nganpu',inhabitants,,
ngaS,,,
nge',take away,,
ngeb,be counterfeit,be false,be fake
ngech,valley,,
ngeD,be easy,,
ngeH,send,,
ngeH,spread,,
ngeH,send,,
ngeHta',sent,,
ngem,wilderness,,
ngem,forest,woods,
ngeng,lake,,
nger,theory,,
ngev,sell,,
ngIp,borrow,,
ngIp,borrow,,
ngIpta',borrowed,,
ngIptaH,borrows,,
ngIpwI',borrower,,
ngo',,,
ngoD,fact,,
ngoHta',anointed ,,
ngoQ,goal,purpose,
ngor,cheat,,
ngoy',be responsible,,
ngu',identify,,
nIb,be identical,,
nID,attempt,try,
nIH,right,,
nIQ,breakfast,,
nItlh,finger,,
nItlh,finger,,
nItlhDu',fingers,,
nob,give,,
nob,gives,,
nob,offer,,
nob,give,,
nob,gift,,
nobHa',restore,,
nobmey,offerings,,
nobmey,sacrifices,,
nobpu',given,,
nobta',gave,,
nobta',offered,,
noH,judge,,
noH,judge,estimate,
non,spoil,,
nov,alien,foreigner,outsider
novpu',strangers,,
noy,be famous,be well known,
nuch,coward,,
nuH,weapon,,
nuj,mouth,,
nuj,mouth,,
nujDu',mouths,,
nuQ,bother,,
nuq,what,,
nuq,which,,
nuqDaq,where,,
nuQta',bothers,,
nuv,,,
oH,am ,,
oH,are,,
oH,it,,
oH,it,,
oHbe',isn't,,
oj,be thirsty,,
ol,verify,,
op,some,,
ov,compete,,
oy',sore,,
oy',ache,hurt,be sore
oy'mey,sores,,
oy'naQ QIDpu'ghachmey,stripes,,
pa',out,,
pa',there,,
pa',room,chamber,
pa',there,over there,thereabouts
pa'Hom,booth,,
pa'Hommey,booths,,
pab,,,
pab,grammar,,
pachDu',pinions,,
pagh,none,,
pagh,nothing,,
pagh,nothing,none,no one
paq,book,,
paq,book,,
paqmey,books,,
par,dislike,,
parmaqqay,beloved,,
pat,system,,
paw,arrive,,
pay,regret,,
pe',cut,,
pegh,secret,,
pegh,keep something secret,,
pegh,secret,,
peghDaq,secretly,,
peghmey,secrets,,
pem,daytime,,
pemHov,sun,,
pemHov 'et,west,,
pemHov 'o',east,,
pemHov nIH,north,,
pemHov poS,south,,
per,label,ascertain,specify
pI',be fat,,
pIch,blame,,
pIH,expect,,
pIm,be different,,
pIn,chief,,
pIn,master,,
pIn,boss,,
pItlh,end,,
pItlh,done!,all done!,all finished!
pIv,be healthy,,
po,morning,,
po,morning,,
po',skilled,,
po',be expert,be skilled,
poH,time,,
poH,period of time,,
poHmey,times,,
poj,analyze,,
pol,keep,,
pol,preserve,,
pol,keep,save,
polta',kept,,
polta',preserved,,
poltaH,keeps,,
poltaH,preserves,,
pong,name,,
pong,name's,,
pong,name,,
pongmey,names,,
pop,reward,,
popmey,rewards,,
poQ,demand,require,
poQta',required,,
porgh,body,,
porgh,body,,
porghmey,bodies,,
poS,left,,
poS,be open,be opened,
poSmaHpu',opened,,
poSmoH,open,,
pov,afternoon,,
puH,land,,
puHmey,lands,,
puj,faint,,
puj,be weak,,
pum,fall,,
pum,fall,,
pumta',fell,,
pung,kindness,,
pung,mercy,,
puq,child,,
puq,child,offspring,
puqbe',daughter,,
puqbe',daughter,,
puqbe'pu',daughters,,
puqloD,son,,
puqloD,son,,
puqloDpu',sons,,
puqloDpu',sons',,
puqpu',children,,
puS,be few,be several,be a handful
puv,fly,,
puv DuQwI',arrow,,
puvtaH,flies,,
Qa',ox,,
qa',soul,,
qa',spirit,,
Qa'mey,bulls,,
qa'pu',souls,,
qab,bad,,
qab,face,,
qab,be bad,,
qab,face,,
qabqu'boghghach,abomination ,,
qabqu'boghghachmey,abominations ,,
qach,building,structure,house
QaD,be dry,be dried out,
Qagh,err,be mistaken,make a mistake
QaH,help,,
QaH,relieve,,
qaH,,,
QaH,help,aid,
qal,corruptly,,
qam,foot,,
Qam,stand,,
qam,foot,,
Qam,stand,,
qama',prisoner,,
qambIng,underfoot,,
qamDu',feet,,
Qampu',stood,,
qan,old,,
qan,,,
Qan,protect,,
Qap,work,function,succeed
Qapla',success,,
Qapta',won,,
QaQ,good,,
QaQ,goodness,,
QaQ,well,,
QaQ,be good,,
QaQ mu',gospel,,
QaQtaHghach,righteous,,
QaQtaHghach,righteousness,,
QaQtaHghach,soundness,,
qaS,happen,,
qaS,occur,happen,
qaSpa',before,,
qaSpa',beforehand,,
qaSta',happened,,
qaStaHvIS,while,,
qat,besiege,,
qatlh,why,,
Qatlh,be difficult,,
qatpu',besieged,,
qatta',besieging,,
Qav,be final,be last,
qaw,remember,,
qaw,remember,,
Qaw',destroy,,
Qaw',destroy,,
Qaw'ta',destroyed,,
qay',be a problem,be a hassle,
Qe',restaurant,,
qech,idea,,
QeD,science,,
QeH,anger  ,,
QeH,be angry,be mad,
QeHpu',wrath,,
qej,be grouchy,be mean,
qel,consider,,
Qel,doctor,physician,
qem,bring,,
qem,bring,,
qempu',brought,,
qeng,bearing,,
qeng,laden,,
qeng,carry,convey,
qengta',carried,,
qengta',lifted,,
qengwI',bearer,,
qengwI'pu',bearers,,
qep,meeting,,
qep,meeting,,
Qeq,aim ,,
qeq,practice,train,prepare
qeS,counsel,,
qeS,advise,,
qeS,advice,,
qeSwI'pu',counselors,,
qet,run,jog,
qetlh,be dull,be uninteresting,
qettaH,runs,,
qevmey,multitude,,
qevpob,cheek,,
qevpob,jowl,cheek,
QIb,shadow,,
QID,wound,,
QIDghachmey,bruises,,
QIDpu'ghachmey,wounds,,
QIH,destruction,,
qIH,,,
qIj,be black,,
QIj,explain,,
qIm,pay attention,concentrate,
qIp,beat,,
QIp,be stupid,,
qIv,knee,,
QIv,be inferior,,
Qo',refuse,,
qo',world,,
qo',world's,,
Qo',no,I won't,I refuse
Qob,be dangerous,,
Qob,danger,,
Qoch,disagree,,
Qochbe'ghach,agreement ,,
qogh,ear,,
qoghDu',ears,,
qoH,fool,,
Qong,sleep,,
Qong,sleep,,
Qongta',slept,,
QongtaH,sleeping,,
QongtaH,sleeps,,
QongwI',sleeper,,
qorDu',family,,
qorDu',family,,
qorDu'pu',families,,
qoS,birthday,,
QoS,sorry,,
qoS,birthday,,
QoSqu',sorrow,,
QoSqu',sorrowful,,
QoSqu'ghachmey,sorrows,,
QoSqu'taH,sorrowing,,
Qot,lie,,
Qoy,hear,,
Qoy,hear,,
qoy'taHghachmey,prayers,,
QoymoHlaHbogh,aloud ,,
Qoyta',heard,,
Qu',duty,quest,mission
Qub,think,,
Quch,forehead,,
Quch,happy,,
Quch,joy,,
Quch,be happy,be merry,
Quch,forehead,,
Quchqu',glad,,
Quchqu'taHghach,gladness,,
qul,fire,,
qul,fire,,
qulHom,spark,,
qulHommey,sparks,,
Qum,communicate,,
qun,history,,
Qunpu',gods,,
Qup,young,,
quppu',elders,,
quS,chair,,
quS'a',throne,,
quv,honor,,
quv,be honored,be honorable,
quv,honor,,
quvHa',dishonor,,
quvHa'ta',dishonored,,
quvHa'taH,dishonors,,
ra',order,command,
ra'ta',commanded,,
ra'ta'ghach mu',commandment,,
ra'ta'ghach mu'mey,command,,
ra'ta'ghach mu'mey,commandments,,
ram,night,,
ram,be trivial,be trifling,be unimportant
ram,night,,
rap,same,,
rap,be the same,,
raQ,camp,,
rar,connect,,
ratlh,remain,,
rav,floor,,
reD,wall,,
reH,forever,,
rep,hour,,
retlh,beside,,
retlh,side,,
retlh,area beside,area next to,
rIn,fulfill,,
rIn,be accomplished,be finished,
rInpu',fulfilled,,
rInta',fulfills,,
rIntaH,fulfilling,,
roj,peace,,
roj,make peace,,
roj,peace,,
rol,beard,,
rolDu',beards,,
rop,sick,,
rop,be sick,be ill,
rop'a',pestilence,,
rop'a',plague,,
roptaH,ails ,,
ror,fat,,
ror,be fat,,
rotlh,be tough,,
ru',be temporary,,
rur,like,,
rur,similar,,
rur,resemble,,
ruv,justice,,
SaD,thousand,,
SaDmey,thousands,,
Sagh,solemn,,
Sagh,be serious,,
SaH,concern,,
SaH,,,
SaH,,,
SaHpu',concerned,,
SaHta',concerns,,
SaHtaH,concerning,,
Saj,pet,,
SaQ,cry,,
SaQ,,,
SaQta',cried,,
Sar,be varied,be various,
SarghHom,donkey,,
Say',clean,,
Say',be clean,,
Say'Ha',unclean,,
SeH,control,,
Seng,trouble,,
Seng,wash,,
Seng,cause trouble,,
Seng,trouble,,
Sey,be excited,,
SIbI',immediately,,
SIch,reach,,
SIH,bend,,
SIH,bend,,
SIHta'bogh,bent,,
SIj,slit,,
SIm,calculate,,
SIp,gas,,
SIQ,bear,,
SIQ,endure,,
SIQtaH,endures,,
SIS,rain,,
SIv,wonder,,
So',cover,,
So',hide,,
So',hide,cloak,
Soch,seven,,
SochDIch,seventh,,
SoH,you,,
SoH,you,,
SoH'egh,yourself,,
Soj,food,,
Soj,food's,,
Soj,food,,
Sop,devour,,
Sop,eat,,
Sop,eat,,
SopDaq,crib,,
SopDaq,table,,
Soppu',consumed,,
Soppu',devoured,,
Sopta',fed,,
SoQ,closed,,
SoQ,be closed,be shut,
Sor,tree,,
Sor,tree,,
Sor'a',oak,,
Sor'a'mey,oaks,,
Sormey,trees,,
Sornav,leaf,,
SoS,mother,,
SoS,mother,,
Sov,know,,
Sov,knowledge,,
Sov,know,,
Sovta',known,,
SovtaH,knows,,
Soy',be clumsy,,
Such,visit,,
SuD,green,,
SuD,be green,be blue,be yellow
SuD baS,gold,,
SuH,ready!,standing by!,
Sum,by,,
Sum,near,,
Suq,acquire,obtain,get
SuS,wind,,
SuS,wind,breeze,
Sut,clothing,,
Suv,fight,,
Suv,fight,,
Suvta',fought,,
Suvta',oppressed,,
SuvwI',warrior,,
Suy',sheep,,
ta',do,,
ta',accomplish,,
ta',accomplishment,deed,
ta'be',didn't,,
ta'be',doesn't,,
ta'laHbe',can't,,
ta'mey,acts ,,
ta'mey,doings,,
ta'moHwI'pu',doers,,
ta'pu',done,,
ta'ta',did,,
ta'taH,does,,
tach,bar,saloon,cocktail lounge
taD,be frozen,,
tagh,beginning,,
taghta',began,,
taH,be,,
taH,been,,
taH,being,,
taHvIp,fear,,
taj,knife,dagger,
tam,silent,,
tam,be quiet,,
tammoH,silence,,
tammoHta',silenced,,
taQ,be weird,,
tar ghajbogh lung,adder ,,
tar ghajbogh lungmey,adders ,,
tar ghajbogh lungmey,adders' ,,
tar lungHom,cobra,,
tay',together,,
tay',be together,,
tay' ghotpu',congregation,,
tay'moH,gather,,
teb,fill,,
teblu'ta',full,,
tebta',filled,,
teH,TRUE,,
teH,be true,,
tej,scientist,,
tel,wing,,
telDu',wings,,
tem,deny,,
tep,bag,,
tep,baggage,,
teq,remove,,
teq,remove,take off,
teqta',removed,,
teqtaH,removes,,
teqtaH,removing,,
tera',earth,,
tera',Earth,,
tet,melt,,
tI yotlh,pasture,,
tI yotlh,pastures,,
tI',fix,repair,
tIch,insult,,
tIj,board,go aboard,
tIn,be big,,
tIq,heart,,
tIq,long,,
tIQDu',hearts,,
tIr,seed,,
tIr Soj,bread,,
tIv,delight,,
tIv,enjoy,,
tlha',follow,,
tlha',chase,follow,
tlha'ta',followed,,
tlha'taH,follows,,
tlhab,be free,be independent,
tlhap,get,,
tlhap,take,,
tlhap,take,,
tlhappu',taken,,
tlhapta',took,,
tlhaq,chronometer,,
tlhaQ,be funny,,
tlhe',turn,,
tlhe',turn,,
tlhe'ta',turned,,
tlheD,depart,,
tlhegh,line,,
tlhegh,line,rope,
tlheghmey,lines,,
tlhej,with,,
tlhej,accompany,be with,
tlhejwI'pu',companions,,
tlhIch,smoke,,
tlhIch nob,smoking,,
tlhIH,,,
tlhIH'egh,yourselves,,
tlhIngan,Klingon,,
tlho',thank,,
tlho',thanks,,
tlho'taHghach,thanksgiving,,
tlhob,ask,,
tlhob,plead,,
tlhob,pray,,
tlhob,ask,request,plead
tlhobta',asked,,
tlhobtaHghach,prayer,,
tlhoj,realize,,
tlhol,fresh,,
tlhon,nostril,,
tlhuH,breathe,,
tlhutlh,drink,,
tlhutlh,drink,,
toD,deliver,,
toD,save,,
toDpu',saved,,
toDta',delivered,,
toDta',redeemed,,
toDtaHghach,salvation,,
toDwI',savior,,
toghta',numbered,,
toH,ah ,,
toH,aha ,,
toH,o,,
toH,so!,well!,
tojta'ghach,snare,,
toQ,bird,,
toQ wamwI',fowler,,
toQmey,birds,,
toQmey,birds',,
toS,climb,,
toy',serve,,
toy',,,
toy'taHghach,service,,
toy'wI',servant,,
toy'wI',servant's,,
toy'wI''a',slave,,
toy'wI''a'pu',slaves,,
toy'wI'pu',servants,,
tu',find,,
tu',påträffa discover,find,observe
tu'ta',found,,
tuH,ashamed,,
tuH,shame,,
tuj,be hot,,
tul,hope,,
tul,hope,,
tun,be soft,,
tung,discourage
tup,,,
tuq,house,,
tuq,tribe,,
tuQ,,,
tuqpu',nations,,
tuqpu',tribes,,
uch,hold,,
ugh,heavy,,
ugh,be heavy,,
ughghach juvwI',balance,,
uH,have a hangover,be hung over,
um,be qualified,,
uQ,meal,,
uQ,dinner,,
uQ'a',feast,,
ur,backsliding,,
uS,leg,,
ut,be essential,be necessary,
uy,press down,,
vaD,for,,
vagh,five,,
vaghmaH,fifty,,
vaj,so,,
vaj,then,,
vaj,therefore,,
val,wise,,
val,be clever,be smart,be intelligent
valHa',unwise,,
